x,y,z
36.6483033158327,74.66817685384325,b
28.13007487113355,65.44710569262492,b
-5.127963424350881,74.54141285597814,b
64.2576016475677,48.81154170629924,b
42.39384136861253,105.43596468370896,b
92.30064446869804,77.55302449101339,b
64.6700291098633,59.99894419061559,b
48.44226006255566,84.52606944985388,b
60.194719653575326,65.2689776545019,b
126.1694678337734,107.61188573504512,b
71.48572986884575,58.41880591071282,b
118.42685338800308,122.39704770471315,b
120.27769752985759,108.93765261101106,b
153.27752863719138,99.42293162127277,b
135.76501796398983,61.50128882535046,b
84.65859647453452,76.42426245604901,b
92.30866736778597,83.54921589199671,b
126.09005563285245,72.81641627839565,b
57.25876703082899,70.1690492696311,b
136.4552217176584,41.36085327264192,b
136.7113241813148,107.38227993522327,b
133.98926805273706,57.3714575153416,b
150.12064084118487,55.5331712447346,b
67.6041442965754,40.927500066815924,b
139.29576293146482,87.76306936193316,b
140.2695905786245,60.07353437708781,b
113.5020226241648,97.9274729560014,b
139.09008553541764,101.829515094329,b
170.67971187402642,67.91431258570344,b
152.26841882892532,79.61724062167451,b
109.14836454142936,54.63387333764922,b
139.64241124294188,66.40597847155283,b
131.75678154839642,117.87159279300738,b
106.9124258320729,81.36453990957631,b
179.68544635346547,23.82706734481451,b
181.58740154173935,58.609629262030126,b
192.35636236098634,82.2683054011149,b
186.264932133434,0.38813752606381513,b
149.263633451121,57.63442127851897,b
139.97037927486377,77.53173105431603,b
160.86168641952335,14.3071472030868,b
158.14339433517,84.97253720552669,b
123.96688207993779,49.3717250799732,b
164.61061488465083,96.82521653254139,b
166.1848102089651,93.14822526954566,b
205.9835336563228,43.746429146085404,b
178.1808759904202,95.08656327727942,b
129.5485639537622,70.95664770678542,b
185.09228809703419,58.8710580711699,b
195.5373836289375,52.3375214533699,b
156.23387716938757,45.270010048865004,b
206.40572376019819,76.0202554997395,b
188.66246958677272,84.02323199861627,b
190.06923555792264,63.30764366854174,b
163.95883919104713,60.305998398256634,b
221.19088546956775,61.26925367562018,b
427.1400329283871,90.62847367181087,b
373.0171514278946,114.53452121273585,b
384.5795568734773,115.61570466515565,b
430.8876102380186,83.92583391846784,b
447.77536137333516,83.65103598456795,b
420.71735571292464,113.22664712696377,b
